Gene,logFC,p_value,adj_p,ID,Gene symbol,Gene title
219489_s_at,0.920014515248302,9.549021674399817e-05,0.00061532001649,219489_s_at,NXN,nucleoredoxin
1555814_a_at,-1.4012590926476225,9.551470640759596e-05,0.0006153914039753,1555814_a_at,RHOA,ras homolog family member A
218506_x_at,0.6620488198897094,9.553404241850058e-05,0.0006153914039753,218506_x_at,GLYR1,glyoxylate reductase 1 homolog
203206_at,0.5226470662652698,9.553512094181548e-05,0.0006153914039753,203206_at,FAM53B,family with sequence similarity 53 member B
212647_at,-2.185462507532243,9.558840591727196e-05,0.0006156619785884,212647_at,RRAS,related RAS viral (r-ras) oncogene homolog
219357_at,0.5956157948314473,9.5675394482391e-05,0.0006161495404665,219357_at,GTPBP1,GTP binding protein 1
1557684_at,0.7632516929530548,9.57136662049607e-05,0.0006163232878481,1557684_at,ZNF286A,zinc finger protein 286A
225554_s_at,0.4959921165401626,9.572539630596796e-05,0.0006163261065215,225554_s_at,ANAPC7,anaphase promoting complex subunit 7
226306_at,0.2723490596040729,9.57457690261694e-05,0.0006163845633025,226306_at,C6orf1,chromosome 6 open reading frame 1
222667_s_at,0.8428269999530507,9.576619324407363e-05,0.0006164433377837,222667_s_at,ASH1L,ASH1 like histone lysine methyltransferase
226328_at,0.208554939826925,9.585272903954564e-05,0.0006169276059256,226328_at,KLF16,Kruppel like factor 16
233011_at,-3.3227003341040726,9.601277335171588e-05,0.000617825720107,233011_at,ANXA1,annexin A1
212269_s_at,0.7659047625859747,9.601490972623052e-05,0.000617825720107,212269_s_at,MCM3AP,minichromosome maintenance complex component 3 associated protein
201571_s_at,-1.031095833037898,9.609946857722713e-05,0.0006182969345133,201571_s_at,DCTD,dCMP deaminase
1557798_at,0.0575033817290751,9.627024101372091e-05,0.0006193226643432,1557798_at,CNPY2,canopy FGF signaling regulator 2
1559042_at,0.1500518447115371,9.632162857147992e-05,0.0006195802198942,1559042_at,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6
239735_at,1.6452172176018074,9.637565396727074e-05,0.0006198546804006,239735_at,,
217950_at,0.4394627694281734,9.641181288393187e-05,0.0006200141787901,217950_at,NOSIP,nitric oxide synthase interacting protein
200761_s_at,-0.8993896776515804,9.652766166958955e-05,0.0006206860563459,200761_s_at,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5
207820_at,-1.276738745957012,9.665362335251044e-05,0.0006214227952593,207820_at,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide"
229118_at,-1.098419016631227,9.674638304059756e-05,0.0006219459175468,229118_at,PRRG3,proline rich and Gla domain 3
243981_at,1.2606325681102932,9.677355689716516e-05,0.0006220473397586,243981_at,STK4,serine/threonine kinase 4
203680_at,-3.8982999192347303,9.687182907620988e-05,0.0006226056946715,203680_at,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta
227193_at,-1.0518428596012417,9.691269607371682e-05,0.0006227950122462,227193_at,SLC30A4,solute carrier family 30 member 4
231775_at,1.454380342438914,9.695017685917712e-05,0.0006229505999309,231775_at,TNFRSF10A,TNF receptor superfamily member 10a
221867_at,0.4720059928371016,9.695973444756784e-05,0.0006229505999309,221867_at,N4BP1,NEDD4 binding protein 1
231166_at,-1.5309865962386842,9.706466550114562e-05,0.00062347797792,231166_at,GPR155,G protein-coupled receptor 155
232758_s_at,0.3071332655344996,9.706207219424116e-05,0.00062347797792,232758_s_at,LOC101928291,uncharacterized LOC101928291
202925_s_at,0.7042048148942328,9.71604584176404e-05,0.00062401984702,202925_s_at,PLAGL2,PLAG1 like zinc finger 2
230966_at,1.1880232082058837,9.722961670074066e-05,0.0006243905459359,230966_at,IL4I1,interleukin 4 induced 1
235028_at,1.5324212440288498,9.736330054938424e-05,0.0006251754800805,235028_at,,
1569003_at,1.658696211192872,9.743829422252656e-05,0.0006255834208177,1569003_at,VMP1,vacuole membrane protein 1
219919_s_at,0.5398035155582575,9.747895833290566e-05,0.0006257708853036,219919_s_at,SSH3,slingshot protein phosphatase 3
214986_x_at,0.6847452635135749,9.753551967095248e-05,0.0006260603467153,214986_x_at,PPIL2,peptidylprolyl isomerase like 2
AFFX-HUMGAPDH/M33197_M_at,0.7312751321713762,9.768079134194378e-05,0.0006269190863889,AFFX-HUMGAPDH/M33197_M_at,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
228604_at,-1.3866902156357468,9.780804363603468e-05,0.0006276619886668,228604_at,FAM76A,family with sequence similarity 76 member A
204840_s_at,-1.2902459212251136,9.793947233863852e-05,0.0006284315143158,204840_s_at,EEA1,early endosome antigen 1
239892_at,0.7086605560294132,9.800457858437822e-05,0.0006287753490721,239892_at,,
218553_s_at,0.5719340133563353,9.803422401784157e-05,0.0006288916211412,218553_s_at,KCTD15,potassium channel tetramerization domain containing 15
238813_at,0.6639528465260169,9.804948784528104e-05,0.0006289156184166,238813_at,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
38398_at,0.6527217236040723,9.821740093270748e-05,0.000629918628144,38398_at,MADD,MAP kinase activating death domain
209461_x_at,0.4342436574406116,9.834793514806012e-05,0.0006306817004401,209461_x_at,WDR18,WD repeat domain 18
221870_at,-2.552856509492649,9.840112394313591e-05,0.0006309486540992,221870_at,EHD2,EH domain containing 2
218829_s_at,0.5628059248636905,9.84167875184148e-05,0.0006309749613494,218829_s_at,CHD7,chromodomain helicase DNA binding protein 7
223310_x_at,-0.8158115399949066,9.847889912099137e-05,0.0006312990175152,223310_x_at,PNPLA8,patatin like phospholipase domain containing 8
208729_x_at,1.016416706423641,9.851184386594048e-05,0.0006314360453739,208729_x_at,HLA-B,"major histocompatibility complex, class I, B"
228614_at,-1.307450695347847,9.883573309892178e-05,0.0006334377027719,228614_at,LINC00116,long intergenic non-protein coding RNA 116
204495_s_at,0.3893842355463794,9.891190143135183e-05,0.0006338514345687,204495_s_at,C15orf39,chromosome 15 open reading frame 39
1554003_at,-1.3791724150362006,9.896785205077708e-05,0.0006341355244281,1554003_at,ARHGEF28,Rho guanine nucleotide exchange factor 28
224932_at,-1.7618534317375545,9.901123296889344e-05,0.0006343390168105,224932_at,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10
212042_x_at,-0.4231191925395912,9.908737738558685e-05,0.0006346033760065,212042_x_at,RPL7,ribosomal protein L7
230516_at,0.5645662817194572,9.908392539985112e-05,0.0006346033760065,230516_at,MALSU1,mitochondrial assembly of ribosomal large subunit 1
209676_at,-1.0227713452692295,9.908684713389802e-05,0.0006346033760065,209676_at,TFPI,tissue factor pathway inhibitor
201007_at,-0.8083466547318974,9.914829309533864e-05,0.0006349190060835,201007_at,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
225810_at,-1.5723218047692311,9.918812546698672e-05,0.0006350995659153,225810_at,MTMR10,myotubularin related protein 10
223545_at,0.0883681311199096,9.936154728870906e-05,0.0006361353536035,223545_at,FANCD2,Fanconi anemia complementation group D2
218257_s_at,0.529671203745476,9.939219248991328e-05,0.0006362569169489,218257_s_at,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
242920_at,1.627155362879524,9.94067029295139e-05,0.0006362751775759,242920_at,,
202666_s_at,0.9536024210333772,9.94932283723832e-05,0.0006367543282523,202666_s_at,ACTL6A,actin like 6A
214737_x_at,0.595114412833146,9.961576867464564e-05,0.0006374638338015,214737_x_at,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2)
232353_s_at,0.6092069349304294,9.970032673177046e-05,0.0006379301445126,232353_s_at,STYXL1,serine/threonine/tyrosine interacting-like 1
229954_at,1.1982887928082555,9.985670542200412e-05,0.0006388183737375,229954_at,CHDH,choline dehydrogenase
225178_at,1.3187733542516966,9.986255454898464e-05,0.0006388183737375,225178_at,TTC14,tetratricopeptide repeat domain 14
226810_at,-1.215397335942308,0.0001000064175741,0.0006396294022229,226810_at,OGFRL1,opioid growth factor receptor like 1
206416_at,0.8658565212946816,0.0001000127763163,0.0006396294022229,206416_at,ZNF205,zinc finger protein 205
1558474_at,0.7782658339768087,0.0001000377805056,0.0006397143552686,1558474_at,,
237339_at,2.6819694131662866,0.0001001204242388,0.0006401678344109,237339_at,LINC00993,long intergenic non-protein coding RNA 993
232579_at,0.5038135468478515,0.0001002169734755,0.0006407101083893,232579_at,JHDM1D-AS1,JHDM1D antisense RNA 1 (head to head)
211936_at,0.8372072769072396,0.0001003095968293,0.0006412271592116,211936_at,HSPA5,heat shock protein family A (Hsp70) member 5
229826_at,-0.9352220154683276,0.0001004461903643,0.000642025134547,229826_at,SMIM4,small integral membrane protein 4
200601_at,1.0912003627302056,0.0001005773751284,0.0006427883556362,200601_at,ACTN4,actinin alpha 4
242773_at,0.3435219432466052,0.000100716280137,0.0006434500589491,242773_at,SLC5A1,solute carrier family 5 member 1
212004_at,-0.3704375484389119,0.0001007024786043,0.0006434500589491,212004_at,SZRD1,SUZ RNA binding domain containing 1
217398_x_at,0.6586190904095091,0.0001007137414304,0.0006434500589491,217398_x_at,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
242518_at,0.1437038248404967,0.0001008328290881,0.0006441192625002,242518_at,RAD51-AS1,RAD51 antisense RNA 1 (head to head)
223929_s_at,0.1245781513766939,0.0001009808683792,0.0006449894459067,223929_s_at,,
223244_s_at,-1.0100457741566728,0.0001010170062826,0.0006451447678333,223244_s_at,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12
220659_s_at,0.6287186473749982,0.0001011191688666,0.0006457216704778,220659_s_at,C7orf43,chromosome 7 open reading frame 43
226841_at,-2.015848523206449,0.0001011779584266,0.0006460215012832,226841_at,MPEG1,macrophage expressed 1
224180_x_at,-0.9490709098557666,0.000101196046761,0.0006460614149222,224180_x_at,WDPCP,WD repeat containing planar cell polarity effector
231188_at,0.7946491517369916,0.0001014049007002,0.0006473190731369,231188_at,ZSCAN2,zinc finger and SCAN domain containing 2
218112_at,0.7682501287709265,0.000101442948734,0.0006474862237111,218112_at,MRPS34,mitochondrial ribosomal protein S34
244457_at,1.2063226411249994,0.0001015205083438,0.0006479054987017,244457_at,,
227976_at,-1.0752324075062232,0.0001015887951712,0.0006482592527115,227976_at,SMIM10,small integral membrane protein 10
205541_s_at,-1.6522149786357456,0.0001015996930631,0.0006482592527115,205541_s_at,GSPT2,G1 to S phase transition 2
204688_at,-2.051362555922508,0.0001016692412391,0.0006485513695172,204688_at,SGCE,sarcoglycan epsilon
221579_s_at,0.4996439307155009,0.0001016670688674,0.0006485513695172,221579_s_at,RPS10-NUDT3///NUDT3,RPS10-NUDT3 readthrough///nudix hydrolase 3
224298_s_at,0.6722358903693477,0.0001017850235401,0.0006492140703281,224298_s_at,UBAC2,UBA domain containing 2
203569_s_at,0.7696164323744359,0.0001017979996635,0.0006492209656035,203569_s_at,OFD1,"OFD1, centriole and centriolar satellite protein"
203904_x_at,0.5505145737658417,0.000101839992507,0.0006494128929834,203904_x_at,CD82,CD82 molecule
1562261_at,0.1234696016052021,0.0001020687320641,0.0006507954821646,1562261_at,AMZ1,archaelysin family metallopeptidase 1
235387_at,0.4014827024711547,0.0001021065939276,0.000650960844525,235387_at,GSTCD,glutathione S-transferase C-terminal domain containing
219637_at,0.4102069825282814,0.0001021200122192,0.0006509703511927,219637_at,ARMC9,armadillo repeat containing 9
221808_at,-1.1176355886334868,0.0001024232479478,0.0006528270991179,221808_at,RAB9A,"RAB9A, member RAS oncogene family"
244822_at,1.3054319890328046,0.0001026843579618,0.0006544149431572,244822_at,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
208644_at,0.7082639245854123,0.0001027809100949,0.0006549537994244,208644_at,PARP1,poly(ADP-ribose) polymerase 1
226665_at,0.8599399446589358,0.000102797650749,0.0006549840042299,226665_at,AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
230901_x_at,0.1699129570967161,0.0001030266188984,0.0006563662697397,230901_x_at,PCSK4,proprotein convertase subtilisin/kexin type 4
205790_at,0.747396839505087,0.0001031682345186,0.0006571917684166,205790_at,SKAP1,src kinase associated phosphoprotein 1
224572_s_at,0.8250538569157273,0.0001033753384625,0.0006584341927821,224572_s_at,IRF2BP2,interferon regulatory factor 2 binding protein 2
204009_s_at,0.9028664505412928,0.0001034058570106,0.0006585517234289,204009_s_at,KRAS,"KRAS proto-oncogene, GTPase"
1557049_at,0.2996775430345013,0.0001034314812178,0.0006586380601317,1557049_at,BTBD19,BTB domain containing 19
1558046_x_at,0.1218305320503354,0.0001034676281272,0.0006587913760566,1558046_x_at,LOC389906,zinc finger protein 839 pseudogene
227455_at,0.286507446605202,0.0001035667783336,0.0006593457593222,227455_at,C6orf136,chromosome 6 open reading frame 136
230634_x_at,0.9006856463478528,0.0001036164267471,0.000659507983141,230634_x_at,ADAT3///SCAMP4,"adenosine deaminase, tRNA specific 3///secretory carrier membrane protein 4"
225206_s_at,-0.7272459738750037,0.0001036085964905,0.000659507983141,225206_s_at,MTRF1L,mitochondrial translational release factor 1 like
231817_at,-1.4458877402895922,0.0001036616404056,0.0006597188283234,231817_at,USP53,ubiquitin specific peptidase 53
209970_x_at,-1.208741202832016,0.0001037522036741,0.0006602182026735,209970_x_at,CASP1,caspase 1
227212_s_at,0.8863188796040715,0.0001038107203593,0.0006605135586957,227212_s_at,PHF19,PHD finger protein 19
222981_s_at,0.7057778456153869,0.0001038307364932,0.0006605639080387,222981_s_at,RAB10,"RAB10, member RAS oncogene family"
204127_at,1.0274363056657254,0.0001038598797881,0.00066067230524,204127_at,RFC3,replication factor C subunit 3
236660_at,-1.5430871010254503,0.0001040576024599,0.0006618529174529,236660_at,,
242790_at,0.5564955337980795,0.0001041175343958,0.0006621569459091,242790_at,,
218047_at,-0.558595614252825,0.0001041354068692,0.0006621934488541,218047_at,OSBPL9,oxysterol binding protein like 9
221848_at,0.8245262723229647,0.0001041483094674,0.0006621983437119,221848_at,ZGPAT,zinc finger CCCH-type and G-patch domain containing
205937_at,0.3847415907618772,0.000104180082555,0.0006623232062635,205937_at,CGREF1,cell growth regulator with EF-hand domain 1
222357_at,0.928412536238686,0.0001042872490895,0.0006628500952671,222357_at,ZBTB20,zinc finger and BTB domain containing 20
203612_at,0.5198963532550946,0.0001042751877211,0.0006628500952671,203612_at,BYSL,bystin like
203945_at,-1.1227067560559956,0.0001043068944817,0.0006628977636141,203945_at,ARG2,arginase 2
237052_x_at,-1.0082774294111991,0.0001044140817885,0.0006635017079913,237052_x_at,GIGYF2,GRB10 interacting GYF protein 2
230887_at,-0.9702564217262468,0.0001044309586648,0.0006635316988323,230887_at,CDC14B,cell division cycle 14B
217202_s_at,-1.631505952351243,0.000104555155211,0.0006642381833949,217202_s_at,GLUL,glutamate-ammonia ligase
238721_at,0.1478631102590499,0.0001045664902568,0.0006642381833949,238721_at,MDH1B,malate dehydrogenase 1B
227985_at,0.3824735047997727,0.0001046764346945,0.0006648592027455,227985_at,LOC100506098,uncharacterized LOC100506098
223730_at,-1.0051415729309985,0.0001047343441665,0.0006651315268432,223730_at,GPC6,glypican 6
232749_at,0.729715612960971,0.0001047436829772,0.0006651315268432,232749_at,,
1554445_at,0.2451177408580278,0.0001047956934037,0.0006653843823036,1554445_at,ZNF85,zinc finger protein 85
201929_s_at,0.3830442813653851,0.0001048548696781,0.0006656826721139,201929_s_at,PKP4,plakophilin 4
222381_at,0.1680349670045209,0.000104881298099,0.0006657730133692,222381_at,,
209074_s_at,-1.5919937413535084,0.0001048972661849,0.000665796940471,209074_s_at,FAM107A,family with sequence similarity 107 member A
227133_at,0.721216985230769,0.0001051215090036,0.0006671426558037,227133_at,FAM199X,"family with sequence similarity 199, X-linked"
225573_at,-1.1633633520746596,0.0001051645581515,0.0006673382652425,225573_at,NPHP3-ACAD11///ACAD11///NPHP3,NPHP3-ACAD11 readthrough (NMD candidate)///acyl-CoA dehydrogenase family member 11///nephronophthisis 3 (adolescent)
230040_at,-1.4672847132737536,0.0001052282771312,0.000667664977627,230040_at,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18
235263_at,0.4263582591018084,0.0001052745457662,0.0006678647236911,235263_at,STAG3L2///STAG3L3///STAG3L1,stromal antigen 3-like 2 (pseudogene)///stromal antigen 3-like 3 (pseudogene)///stromal antigen 3-like 1 (pseudogene)
215711_s_at,0.1913005111532788,0.0001052842317125,0.0006678647236911,215711_s_at,WEE1,WEE1 G2 checkpoint kinase
212707_s_at,0.7815397453269206,0.0001053803889746,0.0006683970075358,212707_s_at,RASA4B///RASA4CP///RASA4,"RAS p21 protein activator 4B///RAS p21 protein activator 4C, pseudogene///RAS p21 protein activator 4"
224588_at,0.7675228409660662,0.0001055287948181,0.0006692605266533,224588_at,XIST,X inactive specific transcript (non-protein coding)
208769_at,-0.7688983981764737,0.0001056220636377,0.0006697742083521,208769_at,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2
219450_at,-1.6893810641114242,0.0001059232640674,0.0006715281483953,219450_at,C4orf19,chromosome 4 open reading frame 19
236009_at,0.4558295129632346,0.0001059126239054,0.0006715281483953,236009_at,PERP,"PERP, TP53 apoptosis effector"
212785_s_at,-0.8959230085803149,0.0001059386355792,0.0006715475948061,212785_s_at,LARP7,La ribonucleoprotein domain family member 7
241814_at,0.1346955612816724,0.000106040393956,0.00067211458155,241814_at,,
221047_s_at,-1.4111675865944555,0.0001060903485132,0.0006723531272068,221047_s_at,MARK1,microtubule affinity regulating kinase 1
229907_at,-0.9962236491447988,0.0001061349997399,0.0006724118952405,229907_at,,
227330_x_at,-1.1350049389502272,0.0001061270723604,0.0006724118952405,227330_x_at,LOC100233156///TEKT4P2///MAFIP,tektin 4 pseudogene///tektin 4 pseudogene 2///MAFF interacting protein (pseudogene)
